"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","ecoregion"
"176",660999,660999,497466,"Species","Prionace glauca","(Linnaeus, 1758)",105801,4,3,"Chordata","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca","Elasmobranchii",TRUE,"NT",NA,"Clipperton"
"177",663416,663416,501467,"Species","Puffinus griseus","(Gmelin, 1789)",137202,1,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus griseus","Aves",NA,NA,NA,"Clipperton"
"178",664476,664476,503045,"Species","Remora osteochir","(Cuvier, 1829)",126852,2,2,"Chordata","Perciformes","Echeneidae","Remora","Remora osteochir","Actinopteri",NA,NA,NA,"Clipperton"
"179",664477,664477,503045,"Species","Remora remora","(Linnaeus, 1758)",126853,6,1,"Chordata","Perciformes","Echeneidae","Remora","Remora remora","Actinopteri",NA,NA,NA,"Clipperton"
"180",664801,664801,767643,"Species","Rhincodon typus","Smith, 1828",105847,2,1,"Chordata","Orectolobiformes","Rhincodontidae","Rhincodon","Rhincodon typus","Elasmobranchii",TRUE,"VU",NA,"Clipperton"
"181",665706,665706,505105,"Species","Rypticus bicolor","Valenciennes, 1846",275957,3,2,"Chordata","Perciformes","Serranidae","Rypticus","Rypticus bicolor","Actinopteri",TRUE,"LC",NA,"Clipperton"
"182",666436,666436,758511,"Species","Sargocentron suborbitalis","(Gill, 1863)",272219,8,2,"Chordata","Beryciformes","Holocentridae","Sargocentron","Sargocentron suborbitalis","Actinopteri",TRUE,"LC",NA,"Clipperton"
"183",666824,666824,700357,"Species","Scarus rubroviolaceus","Bleeker, 1847",219124,1,1,"Chordata","Perciformes","Scaridae","Scarus","Scarus rubroviolaceus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"184",667496,667496,700418,"Species","Scorpaenodes xyris","(Jordan & Gilbert, 1882)",274756,10,2,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Scorpaenodes xyris","Actinopteri",TRUE,"LC",NA,"Clipperton"
"185",667575,667575,773257,"Species","Scuticaria tigrina","(Lesson, 1828)",217530,1,1,"Chordata","Anguilliformes","Muraenidae","Scuticaria","Scuticaria tigrina","Actinopteri",NA,NA,NA,"Clipperton"
"186",667781,667781,777047,"Species","Sectator ocyurus","(Jordan & Gilbert, 1882)",282744,1,1,"Chordata","Perciformes","Kyphosidae","Sectator","Sectator ocyurus","Actinopteri",NA,NA,NA,"Clipperton"
"187",667847,667847,758956,"Species","Selar crumenophthalmus","(Bloch, 1793)",159646,2,1,"Chordata","Perciformes","Carangidae","Selar","Selar crumenophthalmus","Actinopteri",NA,NA,NA,"Clipperton"
"188",670306,670306,513102,"Species","Stegastes baldwini","Allen & Woods, 1980",276664,11,5,"Chordata","Perciformes","Pomacentridae","Stegastes","Stegastes baldwini","Actinopteri",TRUE,"NT",NA,"Clipperton"
"189",671594,671594,760496,"Species","Sufflamen verres","(Gilbert & Starks, 1904)",276853,5,2,"Chordata","Tetraodontiformes","Balistidae","Sufflamen","Sufflamen verres","Actinopteri",TRUE,"LC",NA,"Clipperton"
"190",674162,674162,519480,"Species","Thunnus albacares","(Bonnaterre, 1788)",127027,1,1,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus albacares","Actinopteri",TRUE,"NT",NA,"Clipperton"
"191",677845,677845,755667,"Genus","Vinciguerria","Jordan & Evermann, 1896",126194,1,1,"Chordata","Stomiiformes","Phosichthyidae","Vinciguerria",NA,"Actinopteri",NA,NA,NA,"Clipperton"
"192",678187,678187,525733,"Species","Xanthichthys mento","(Jordan & Gilbert, 1882)",276247,1,1,"Chordata","Tetraodontiformes","Balistidae","Xanthichthys","Xanthichthys mento","Actinopteri",TRUE,"LC",NA,"Clipperton"
"193",695223,695223,695219,"Species","Abudefduf troschelii","(Gill, 1862)",273702,1,1,"Chordata","Perciformes","Pomacentridae","Abudefduf","Abudefduf troschelii","Actinopteri",TRUE,"LC",NA,"Clipperton"
"194",695260,695260,396214,"Species","Acanthurus nigricans","(Linnaeus, 1758)",219638,6,2,"Chordata","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigricans","Actinopteri",TRUE,"LC",NA,"Clipperton"
"195",695261,695261,396214,"Species","Acanthurus triostegus","(Linnaeus, 1758)",219630,7,2,"Chordata","Perciformes","Acanthuridae","Acanthurus","Acanthurus triostegus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"196",695262,695262,396214,"Species","Acanthurus xanthopterus","Valenciennes, 1835",219634,1,1,"Chordata","Perciformes","Acanthuridae","Acanthurus","Acanthurus xanthopterus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"197",695834,695834,408463,"Species","Aulostomus chinensis","(Linnaeus, 1766)",217964,3,2,"Chordata","Syngnathiformes","Aulostomidae","Aulostomus","Aulostomus chinensis","Actinopteri",TRUE,"LC",NA,"Clipperton"
"198",695997,695997,695996,"Species","Bodianus diplotaenia","(Gill, 1862)",273527,6,2,"Chordata","Perciformes","Labridae","Bodianus","Bodianus diplotaenia","Actinopteri",TRUE,"LC",NA,"Clipperton"
"199",696229,696229,696227,"Species","Caranx caballus","Günther, 1868",273271,1,1,"Chordata","Perciformes","Carangidae","Caranx","Caranx caballus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"200",696268,696268,767747,"Infraorder","Caridea","Dana, 1852",106674,1,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,NA,"Clipperton"
"201",696387,696387,778804,"Infraorder","Cetacea","Brisson, 1762",2688,91,16,"Chordata","Cetartiodactyla",NA,NA,NA,"Mammalia",NA,NA,NA,"Clipperton"
"202",696704,696704,696678,"Species","Conus purpurascens","G. B. Sowerby I, 1833",428255,1,1,"Mollusca","Neogastropoda","Conidae","Conus","Conus purpurascens","Gastropoda",TRUE,"LC",NA,"Clipperton"
"203",696989,696989,432454,"Species","Decapterus tabl","Berry, 1968",159484,1,1,"Chordata","Perciformes","Carangidae","Decapterus","Decapterus tabl","Actinopteri",NA,NA,NA,"Clipperton"
"204",697025,697025,773106,"Species","Dermatolepis dermatolepis","(Boulenger, 1895)",276919,5,2,"Chordata","Perciformes","Serranidae","Dermatolepis","Dermatolepis dermatolepis","Actinopteri",TRUE,"LC",NA,"Clipperton"
"205",697200,697200,437008,"Species","Echeneis naucrates","Linnaeus, 1758",126848,1,1,"Chordata","Perciformes","Echeneidae","Echeneis","Echeneis naucrates","Actinopteri",NA,NA,NA,"Clipperton"
"206",697206,697206,744913,"Species","Echidna nebulosa","(Ahl, 1789)",217469,14,3,"Chordata","Anguilliformes","Muraenidae","Echidna","Echidna nebulosa","Actinopteri",NA,NA,NA,"Clipperton"
"207",697322,697322,439446,"Species","Epinephelus itajara","(Lichtenstein, 1822)",159353,1,1,"Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus itajara","Actinopteri",TRUE,"CR",NA,"Clipperton"
"208",697593,697593,752044,"Class","Gastropoda","Cuvier, 1795",101,10,1,"Mollusca",NA,NA,NA,NA,"Gastropoda",NA,NA,NA,"Clipperton"
"209",698113,698113,776586,"Species","Johnrandallia nigrirostris","(Gill, 1862)",281202,2,1,"Chordata","Perciformes","Chaetodontidae","Johnrandallia","Johnrandallia nigrirostris","Actinopteri",TRUE,"LC",NA,"Clipperton"
"210",698900,698900,752461,"Species","Myripristis berndti","Jordan & Evermann, 1903",217927,3,2,"Chordata","Beryciformes","Holocentridae","Myripristis","Myripristis berndti","Actinopteri",NA,NA,NA,"Clipperton"
"211",699110,699110,699389,"Order","Nudibranchia","Cuvier, 1817",1762,2,1,"Mollusca","Nudibranchia",NA,NA,NA,"Gastropoda",NA,NA,NA,"Clipperton"
"212",699425,699425,754095,"Species","Ostracion meleagris","Shaw, 1796",219905,10,2,"Chordata","Tetraodontiformes","Ostraciidae","Ostracion","Ostracion meleagris","Actinopteri",NA,NA,NA,"Clipperton"
"213",699550,699550,776837,"Species","Paranthias colonus","(Valenciennes, 1846)",282083,6,3,"Chordata","Perciformes","Serranidae","Paranthias","Paranthias colonus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"214",700248,700248,504197,"Species","Rhopalonema velatum","Gegenbaur, 1857",117865,1,1,"Cnidaria","Trachymedusae","Rhopalonematidae","Rhopalonema","Rhopalonema velatum","Hydrozoa",NA,NA,NA,"Clipperton"
"215",700495,700495,769018,"Species","Seriola rivoliana","Valenciennes, 1833",126818,2,1,"Chordata","Perciformes","Carangidae","Seriola","Seriola rivoliana","Actinopteri",NA,NA,NA,"Clipperton"
"216",700738,700738,760160,"Species","Stethojulis bandanensis","(Bleeker, 1851)",277106,5,2,"Chordata","Perciformes","Labridae","Stethojulis","Stethojulis bandanensis","Actinopteri",TRUE,"LC",NA,"Clipperton"
"217",700827,700827,700826,"Species","Sulculeolaria quadrivalvis","de Blainville, 1830",135447,1,1,"Cnidaria","Siphonophorae","Diphyidae","Sulculeolaria","Sulculeolaria quadrivalvis","Hydrozoa",NA,NA,NA,"Clipperton"
"218",701026,701026,761239,"Species","Thalassoma grammaticum","Gilbert, 1890",273580,1,1,"Chordata","Perciformes","Labridae","Thalassoma","Thalassoma grammaticum","Actinopteri",TRUE,"LC",NA,"Clipperton"
"219",738061,738061,489355,"Order","Amphipoda","Latreille, 1816",1135,9,1,"Arthropoda","Amphipoda",NA,NA,NA,"Malacostraca",NA,NA,NA,"Clipperton"
"220",738303,738303,739909,"Kingdom","Animalia",NA,2,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"221",738436,738436,790071,"Class","Anthozoa","Ehrenberg, 1834",1292,2,1,"Cnidaria",NA,NA,NA,NA,"Anthozoa",NA,NA,NA,"Clipperton"
"222",739484,739484,739487,"Genus","Balaenoptera","Lacépède, 1804",137013,12,6,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera",NA,"Mammalia",NA,NA,NA,"Clipperton"
"223",739927,739927,752044,"Class","Bivalvia","Linnaeus, 1758",105,2,1,"Mollusca",NA,NA,NA,NA,"Bivalvia",NA,NA,NA,"Clipperton"
"224",740260,740260,738303,"Phylum","Bryozoa",NA,146142,2,1,"Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"225",740899,740899,696240,"Species","Carcharhinus falciformis","(Müller & Henle, 1839)",105789,19,2,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus falciformis","Elasmobranchii",TRUE,"NT",NA,"Clipperton"
"226",741567,741567,738303,"Phylum","Chaetognatha",NA,2081,9,1,"Chaetognatha",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"227",741713,741713,420623,"Species","Cheilopogon papilio","(Clark, 1936)",272159,1,1,"Chordata","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon papilio","Actinopteri",TRUE,"LC",NA,"Clipperton"
"228",742115,742115,767162,"Infraclass","Cirripedia","Burmeister, 1834",1082,5,1,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"229",744676,744676,1014135,"Family","Doliolidae","Bronn, 1862",137215,9,1,"Chordata","Doliolida","Doliolidae",NA,NA,"Thaliacea",NA,NA,NA,"Clipperton"
"230",744929,744929,738303,"Phylum","Echinodermata","Bruguière, 1791 [ex Klein, 1734]",1806,10,1,"Echinodermata",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"231",745367,745367,439446,"Species","Epinephelus clippertonensis","Allen & Robertson, 1999",273843,13,2,"Chordata","Perciformes","Serranidae","Epinephelus","Epinephelus clippertonensis","Actinopteri",TRUE,"LC",NA,"Clipperton"
"232",746374,746374,823298,"Phylum","Foraminifera",NA,1410,11,1,"Foraminifera",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"233",746849,746849,446767,"Species","Globigerinoides ruber","(d'Orbigny, 1839)",113444,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides ruber","Globothalamea",NA,NA,NA,"Clipperton"
"234",746878,746878,629048,"Species","Globorotalia menardii","(d'Orbigny, 1826)",113450,1,1,"Foraminifera","Globigerinida","Globorotaliidae","Globorotalia","Globorotalia menardii","Globothalamea",NA,NA,NA,"Clipperton"
"235",747330,747330,781020,"Genus","Gymnothorax","Bloch, 1795",125636,3,2,"Chordata","Anguilliformes","Muraenidae","Gymnothorax",NA,"Actinopteri",NA,NA,NA,"Clipperton"
"236",748521,748521,790071,"Class","Hydrozoa","Owen, 1843",1337,9,1,"Cnidaria",NA,NA,NA,NA,"Hydrozoa",NA,NA,NA,"Clipperton"
"237",753974,753974,652062,"Species","Orbulina universa","d'Orbigny, 1839",113460,1,1,"Foraminifera","Globigerinida","Globigerinidae","Orbulina","Orbulina universa","Globothalamea",NA,NA,NA,"Clipperton"
"238",755455,755455,771458,"Genus","Petrotyx","Heller & Snodgrass, 1903",270357,1,1,"Chordata","Ophidiiformes","Ophidiidae","Petrotyx",NA,"Actinopteri",NA,NA,NA,"Clipperton"
"239",755917,755917,766931,"Superclass","Pisces",NA,11676,17,1,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"240",756395,756395,738325,"Class","Polychaeta","Grube, 1850",883,12,1,"Annelida",NA,NA,NA,NA,"Polychaeta",NA,NA,NA,"Clipperton"
"241",757063,757063,739909,"Kingdom","Protozoa","Owen, 1858",5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"242",757659,757659,769807,"Family","Pyrosomatidae","Lahille, 1888",137216,2,1,"Chordata","Pyrosomatida","Pyrosomatidae",NA,NA,"Thaliacea",NA,NA,NA,"Clipperton"
"243",758425,758425,758424,"Family","Salpidae","Lahille, 1888",137217,7,1,"Chordata","Salpida","Salpidae",NA,NA,"Thaliacea",NA,NA,NA,"Clipperton"
"244",759119,759119,738285,"Family","Serrivomeridae","Trewavas, 1932",125435,1,1,"Chordata","Anguilliformes","Serrivomeridae",NA,NA,"Actinopteri",NA,NA,NA,"Clipperton"
"245",759384,759384,766909,"Family","Sipunculidae","Rafinesque, 1814",1648,1,1,"Sipuncula","Golfingiida","Sipunculidae",NA,NA,"Sipunculidea",NA,NA,NA,"Clipperton"
"246",761239,761239,636773,"Genus","Thalassoma","Swainson, 1839",126024,2,1,"Chordata","Perciformes","Labridae","Thalassoma",NA,"Actinopteri",NA,NA,NA,"Clipperton"
"247",761265,761265,676168,"Class","Thaliacea","Van der Haeven, 1850",22626,2,1,"Chordata",NA,NA,NA,NA,"Thaliacea",NA,NA,NA,"Clipperton"
"248",762213,762213,756046,"Class","Turbellaria",NA,794,1,1,"Platyhelminthes",NA,NA,NA,NA,"Turbellaria",NA,NA,NA,"Clipperton"
"249",762558,762558,1014257,"Genus","Uropterygius","Rüppell, 1838",205119,1,1,"Chordata","Anguilliformes","Muraenidae","Uropterygius",NA,"Actinopteri",NA,NA,NA,"Clipperton"
"250",765104,765104,778915,"Superfamily","Pterotracheoidea","Rafinesque, 1814",387338,9,1,"Mollusca","Littorinimorpha",NA,NA,NA,"Gastropoda",NA,NA,NA,"Clipperton"
"251",798044,798044,440898,"Order","Decapoda","Latreille, 1802",1130,9,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,NA,"Clipperton"
"252",814785,814785,774936,"Species","Corallianassa xutha","Manning, 1988",477681,1,1,"Arthropoda","Decapoda","Callianassidae","Corallianassa","Corallianassa xutha","Malacostraca",NA,NA,NA,"Clipperton"
"253",815100,815100,490358,"Species","Petrolisthes haigae","Chace, 1962",431852,2,1,"Arthropoda","Decapoda","Porcellanidae","Petrolisthes","Petrolisthes haigae","Malacostraca",NA,NA,NA,"Clipperton"
"254",825704,825704,788757,"Subspecies","Sphaeroidinella dehiscens excavata",NA,NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Sphaeroidinella","Sphaeroidinella dehiscens",NA,NA,NA,NA,"Clipperton"
"255",827295,827295,629048,"Species","Globorotalia pseudomiocenica",NA,NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia pseudomiocenica",NA,NA,NA,NA,"Clipperton"
"256",827387,827387,446767,"Species","Globigerinoides elongatus","(d'Orbigny, 1839)",113442,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides elongatus","Globothalamea",NA,NA,NA,"Clipperton"
"257",828465,828465,629048,"Species","Globorotalia pertenuis",NA,NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia pertenuis",NA,NA,NA,NA,"Clipperton"
"258",829917,829917,746891,"Subspecies","Globorotalia tumida tumida",NA,NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globorotalia","Globorotalia tumida",NA,NA,NA,NA,"Clipperton"
"259",831189,831189,826837,"Subspecies","Globigerinoides obliquus obliquus",NA,NA,1,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinoides","Globigerinoides obliquus",NA,NA,NA,NA,"Clipperton"
"260",849906,849906,823298,"Phylum","Radiozoa",NA,582421,14,1,"Radiozoa",NA,NA,NA,NA,NA,NA,NA,NA,"Clipperton"
"261",850384,850384,605696,"Species","Bathygobius arundelii","(Garman, 1899)",277621,4,1,"Chordata","Perciformes","Gobiidae","Bathygobius","Bathygobius arundelii","Actinopteri",NA,NA,NA,"Clipperton"
"262",852284,852284,651563,"Subspecies","Ophioblennius steindachneri steindachneri",NA,NA,6,1,"Chordata","Perciformes","Blenniidae","Ophioblennius","Ophioblennius steindachneri","Actinopterygii",NA,NA,NA,"Clipperton"
"263",854172,854172,458930,"Species","Kuhlia petiti","Schultz, 1943",278248,1,1,"Chordata","Perciformes","Kuhliidae","Kuhlia","Kuhlia petiti","Actinopteri",NA,NA,NA,"Clipperton"
"264",854430,854430,665714,"Subspecies","Rypticus saponaceus bicolor",NA,NA,1,1,"Chordata","Perciformes","Serranidae","Rypticus","Rypticus saponaceus","Actinopterygii",NA,NA,NA,"Clipperton"
"265",1015530,1015530,774090,"Species","Antennatus coccineus","(Lesson, 1831)",712501,1,1,"Chordata","Lophiiformes","Antennariidae","Antennatus","Antennatus coccineus","Actinopteri",NA,NA,NA,"Clipperton"
"266",1015537,1015537,774090,"Species","Antennatus sanguineus","(Gill, 1863)",313098,3,2,"Chordata","Lophiiformes","Antennariidae","Antennatus","Antennatus sanguineus","Actinopteri",TRUE,"LC",NA,"Clipperton"
"267",1022395,1022395,773153,"Species","Hippa marmorata","(Hombron & Jacquinot, 1846)",467822,1,1,"Arthropoda","Decapoda","Hippidae","Hippa","Hippa marmorata","Malacostraca",NA,NA,NA,"Clipperton"
"268",1023526,1023526,1023521,"Species","Reishia bronni","(Dunker, 1860)",397000,4,1,"Mollusca","Neogastropoda","Muricidae","Reishia","Reishia bronni","Gastropoda",NA,NA,NA,"Clipperton"
"269",1034420,1034420,464439,"Subspecies","Littoraria pintado pullata","(Carpenter, 1864)",446388,2,1,"Mollusca","Littorinimorpha","Littorinidae","Littoraria","Littoraria pintado","Gastropoda",NA,NA,NA,"Clipperton"
"270",1035500,1035500,481833,"Species","Ophioblennius clippertonensis","Springer, 1962",712843,1,1,"Chordata","Perciformes","Blenniidae","Ophioblennius","Ophioblennius clippertonensis","Actinopteri",TRUE,"VU",NA,"Clipperton"
"271",1039171,1039171,493217,"Species","Plakinastrella clippertonensis","van Soest, Kaiser & van Syoc, 2011",572832,1,1,"Porifera","Homosclerophorida","Plakinidae","Plakinastrella","Plakinastrella clippertonensis","Homoscleromorpha",NA,NA,NA,"Clipperton"
"272",1042467,1042467,1042468,"Species","Abraliopsis (Pfefferiteuthis) affinis","(Pfeffer, 1912)",878690,1,1,"Mollusca","Oegopsida","Enoploteuthidae","Abraliopsis","Abraliopsis (Pfefferiteuthis) affinis","Cephalopoda",NA,NA,NA,"Clipperton"
