"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","class","order","family","genus","redlist","status","species","hab","gisd","ecoregion"
"108",474445,474445,752435,"Species","Myoxocephalus quadricornis","(Linnaeus, 1758)",254529,65,5,"Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus",NA,NA,"Myoxocephalus quadricornis",NA,NA,"Lancaster Sound"
"109",474446,474446,752435,"Species","Myoxocephalus scorpioides","(Fabricius, 1780)",127202,8,3,"Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus",NA,NA,"Myoxocephalus scorpioides",NA,NA,"Lancaster Sound"
"110",474447,474447,752435,"Species","Myoxocephalus scorpius","(Linnaeus, 1758)",127203,80,6,"Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus",NA,NA,"Myoxocephalus scorpius",NA,NA,"Lancaster Sound"
"111",474708,474708,489355,"Order","Mysida","Boas, 1883",149668,28,2,"Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"112",477641,477641,753038,"Genus","Nephtys","Cuvier, 1817",129370,1,1,"Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,NA,NA,"Lancaster Sound"
"113",477757,477757,477756,"Species","Nereiphylla castanea","(Marenzeller, 1879)",334162,1,1,"Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Nereiphylla",NA,NA,"Nereiphylla castanea",NA,NA,"Lancaster Sound"
"114",478274,478274,478266,"Species","Nicolea zostericola","Örsted, 1844",131508,6,1,"Annelida","Polychaeta","Terebellida","Terebellidae","Nicolea",NA,NA,"Nicolea zostericola",NA,NA,"Lancaster Sound"
"115",479684,479684,479655,"Species","Nymphon longitarse","Krøyer, 1844",134696,1,1,"Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Nymphon",NA,NA,"Nymphon longitarse",NA,NA,"Lancaster Sound"
"116",479700,479700,479655,"Species","Nymphon sluiteri","Hoek, 1901",134708,2,1,"Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Nymphon",NA,NA,"Nymphon sluiteri",NA,NA,"Lancaster Sound"
"117",479723,479723,415775,"Genus","Obelia","Péron & Lesueur, 1810",117034,2,1,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia",NA,NA,NA,NA,NA,"Lancaster Sound"
"118",479781,479781,769136,"Species","Obtusoecia obtusata","(Sars, 1866)",127828,10,2,"Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Obtusoecia",NA,NA,"Obtusoecia obtusata",NA,NA,"Lancaster Sound"
"119",479819,479819,479818,"Species","Oceanodroma castro","(Harcourt, 1851)",137191,1,1,"Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",NA,NA,"Oceanodroma castro",NA,NA,"Lancaster Sound"
"120",480197,480197,769773,"Species","Odobenus rosmarus","(Linnaeus, 1758)",137077,16,4,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"DD","Odobenus rosmarus",NA,NA,"Lancaster Sound"
"121",480689,480689,699175,"Species","Oithona similis","Claus, 1866",106656,261,7,"Arthropoda",NA,"Cyclopoida","Oithonidae","Oithona",NA,NA,"Oithona similis",NA,NA,"Lancaster Sound"
"122",481029,481029,651134,"Genus","Oncaea","Philippi, 1843",128690,124,2,"Arthropoda",NA,"Poecilostomatoida","Oncaeidae","Oncaea",NA,NA,NA,NA,NA,"Lancaster Sound"
"123",483005,483005,769780,"Species","Orcinus orca","(Linnaeus, 1758)",137102,1,1,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Orcinus",TRUE,"DD","Orcinus orca",NA,NA,"Lancaster Sound"
"124",483269,483269,483267,"Species","Orthopyxis integra","(MacGillivray, 1842)",117393,3,1,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Orthopyxis",NA,NA,"Orthopyxis integra",NA,NA,"Lancaster Sound"
"125",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,1,1,"Arthropoda","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"126",484327,484327,769792,"Species","Pagophila eburnea","(Phipps, 1774)",137154,196,2,"Chordata","Aves","Charadriiformes","Laridae","Pagophila",TRUE,"NT","Pagophila eburnea",NA,NA,"Lancaster Sound"
"127",484329,484329,771684,"Species","Pagophilus groenlandicus","(Erxleben, 1777)",159019,55,2,"Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"LC","Pagophilus groenlandicus",NA,NA,"Lancaster Sound"
"128",485919,485919,653947,"Species","Paraeuchaeta glacialis","(Hansen, 1887)",104560,33,5,"Arthropoda",NA,"Calanoida","Euchaetidae","Paraeuchaeta",NA,NA,"Paraeuchaeta glacialis",NA,NA,"Lancaster Sound"
"129",485924,485924,653947,"Species","Paraeuchaeta norvegica","(Boeck, 1872)",104566,18,3,"Arthropoda",NA,"Calanoida","Euchaetidae","Paraeuchaeta",NA,NA,"Paraeuchaeta norvegica",NA,NA,"Lancaster Sound"
"130",489265,489265,489263,"Species","Pentamera calcigera","Stimpson, 1851",124655,2,1,"Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Pentamera",NA,NA,"Pentamera calcigera",NA,NA,"Lancaster Sound"
"131",490595,490595,755479,"Genus","Phaenna","Claus, 1863",104202,2,2,"Arthropoda",NA,"Calanoida","Phaennidae","Phaenna",NA,NA,NA,NA,NA,"Lancaster Sound"
"132",490723,490723,755506,"Species","Phalaropus fulicarius","(Linnaeus, 1758)",137168,13,2,"Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus",TRUE,"LC","Phalaropus fulicarius",NA,NA,"Lancaster Sound"
"133",490724,490724,755506,"Species","Phalaropus lobatus","(Linnaeus, 1758)",137169,4,1,"Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus",TRUE,"LC","Phalaropus lobatus",NA,NA,"Lancaster Sound"
"134",491411,491411,491409,"Species","Phoca vitulina","Linnaeus, 1758",137084,2,2,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"LC","Phoca vitulina",NA,NA,"Lancaster Sound"
"135",491504,491504,657409,"Species","Pholoe baltica","Örsted, 1843",130599,2,1,"Annelida","Polychaeta","Phyllodocida","Pholoidae","Pholoe",NA,NA,"Pholoe baltica",NA,NA,"Lancaster Sound"
"136",491512,491512,657409,"Species","Pholoe minuta","(Fabricius, 1780)",130603,3,1,"Annelida","Polychaeta","Phyllodocida","Pholoidae","Pholoe",NA,NA,"Pholoe minuta",NA,NA,"Lancaster Sound"
"137",495377,495377,756406,"Genus","Polycirrus","Grube, 1850",129710,2,1,"Annelida","Polychaeta","Terebellida","Terebellidae","Polycirrus",NA,NA,NA,NA,NA,"Lancaster Sound"
"138",496273,496273,496271,"Species","Pontaster tenuispinus","(Düben & Koren, 1846)",123851,2,1,"Echinodermata","Asteroidea","Notomyotida","Benthopectinidae","Pontaster",NA,NA,"Pontaster tenuispinus",NA,NA,"Lancaster Sound"
"139",499469,499469,423702,"Genus","Pseudocalanus","Boeck, 1872",104165,996,7,"Arthropoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,NA,NA,NA,"Lancaster Sound"
"140",499470,499470,499469,"Species","Pseudocalanus acuspes","(Giesbrecht, 1881)",104514,36,2,"Arthropoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,"Pseudocalanus acuspes",NA,NA,"Lancaster Sound"
"141",499471,499471,499469,"Species","Pseudocalanus elongatus","(Boeck, 1865)",104515,36,1,"Arthropoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,"Pseudocalanus elongatus",NA,NA,"Lancaster Sound"
"142",499474,499474,499469,"Species","Pseudocalanus mimus","Frost, 1989",355067,2,1,"Arthropoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,"Pseudocalanus mimus",NA,NA,"Lancaster Sound"
"143",499478,499478,499469,"Species","Pseudocalanus newmani","Frost, 1989",157679,17,1,"Arthropoda",NA,"Calanoida","Clausocalanidae","Pseudocalanus",NA,NA,"Pseudocalanus newmani",NA,NA,"Lancaster Sound"
"144",499818,499818,499817,"Species","Pseudoflustra solida","(Stimpson, 1854)",111088,3,1,"Bryozoa","Gymnolaemata","Cheilostomatida","Smittinidae","Pseudoflustra",NA,NA,"Pseudoflustra solida",NA,NA,"Lancaster Sound"
"145",500754,500754,1042423,"Species","Psolus phantapus","(Strussenfelt, 1765)",124710,2,1,"Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Psolus",NA,NA,"Psolus phantapus",NA,NA,"Lancaster Sound"
"146",500840,500840,500857,"Genus","Pteraster","Müller & Troschel, 1842",123335,1,1,"Echinodermata","Asteroidea","Velatida","Pterasteridae","Pteraster",NA,NA,NA,NA,NA,"Lancaster Sound"
"147",501596,501596,501593,"Species","Pungitius pungitius","(Linnaeus, 1758)",126507,2,1,"Chordata","Actinopteri","Gasterosteiformes","Gasterosteidae","Pungitius",TRUE,"LC","Pungitius pungitius",NA,NA,"Lancaster Sound"
"148",501739,501739,501738,"Species","Pusa hispida","Schreber, 1775",159021,418,4,"Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"LC","Pusa hispida",NA,NA,"Lancaster Sound"
"149",501867,501867,501865,"Species","Pygospio elegans","Claparède, 1863",131170,1,1,"Annelida","Polychaeta","Spionida","Spionidae","Pygospio",NA,NA,"Pygospio elegans",NA,NA,"Lancaster Sound"
"150",503017,503017,503015,"Species","Reinhardtius hippoglossoides","(Walbaum, 1792)",127144,3,2,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Reinhardtius",NA,NA,"Reinhardtius hippoglossoides",NA,NA,"Lancaster Sound"
"151",504524,504524,769794,"Species","Rissa tridactyla","(Linnaeus, 1758)",137156,1206,3,"Chordata","Aves","Charadriiformes","Laridae","Rissa",TRUE,"LC","Rissa tridactyla",NA,NA,"Lancaster Sound"
"152",505490,505490,505536,"Genus","Sagitta","Quoy & Gaimard, 1827",105410,17,3,"Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta",NA,NA,NA,NA,NA,"Lancaster Sound"
"153",505786,505786,505785,"Subspecies","Salvelinus malma malma","(Walbaum, 1792)",293728,1,1,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",NA,NA,"Salvelinus malma",NA,NA,"Lancaster Sound"
"154",507640,507640,758737,"Species","Sclerocrangon ferox","(Sars G.O., 1877)",107569,2,1,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Sclerocrangon",NA,NA,"Sclerocrangon ferox",NA,NA,"Lancaster Sound"
"155",507757,507757,759755,"Genus","Scolelepis","Blainville, 1828",129623,6,1,"Annelida","Polychaeta","Spionida","Spionidae","Scolelepis",NA,NA,NA,NA,NA,"Lancaster Sound"
"156",508615,508615,758928,"Genus","Sebastes","Cuvier, 1829",126175,6,2,"Chordata","Actinopteri","Scorpaeniformes","Sebastidae","Sebastes",NA,NA,NA,NA,NA,"Lancaster Sound"
"157",510729,510729,764111,"Order","Siphonophorae","Eschscholtz, 1829",1371,6,4,"Cnidaria","Hydrozoa","Siphonophorae",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"158",511414,511414,759571,"Species","Somateria mollissima","(Linnaeus, 1758)",137074,9,2,"Chordata","Aves","Anseriformes","Anatidae","Somateria",TRUE,"LC","Somateria mollissima",NA,NA,"Lancaster Sound"
"159",512211,512211,759755,"Genus","Spio","Fabricius, 1785",129625,12,1,"Annelida","Polychaeta","Spionida","Spionidae","Spio",NA,NA,NA,NA,NA,"Lancaster Sound"
"160",512406,512406,669813,"Species","Spirontocaris phippsii","(Krøyer, 1841)",107532,3,1,"Arthropoda","Malacostraca","Decapoda","Thoridae","Spirontocaris",NA,NA,"Spirontocaris phippsii",NA,NA,"Lancaster Sound"
"161",512411,512411,669813,"Species","Spirontocaris spinus","(Sowerby, 1805 [in Sowerby, 1804-1806])",107533,1,1,"Arthropoda","Malacostraca","Decapoda","Thoridae","Spirontocaris",NA,NA,"Spirontocaris spinus",NA,NA,"Lancaster Sound"
"162",513782,513782,760130,"Species","Stercorarius parasiticus","(Linnaeus, 1758)",137172,18,2,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius",TRUE,"LC","Stercorarius parasiticus",NA,NA,"Lancaster Sound"
"163",513783,513783,760130,"Species","Stercorarius pomarinus","(Temminck, 1815)",137173,17,2,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius",TRUE,"LC","Stercorarius pomarinus",NA,NA,"Lancaster Sound"
"164",513852,513852,670746,"Species","Sterna hirundo","Linnaeus, 1758",137162,1,1,"Chordata","Aves","Charadriiformes","Sternidae","Sterna",TRUE,"LC","Sterna hirundo",NA,NA,"Lancaster Sound"
"165",514742,514742,671279,"Species","Strongylocentrotus pallidus","(Sars G.O., 1872)",124324,1,1,"Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus",NA,NA,"Strongylocentrotus pallidus",NA,NA,"Lancaster Sound"
"166",516228,516228,672145,"Species","Synidotea bicuspida","(Owen, 1839)",156445,1,1,"Arthropoda","Malacostraca","Isopoda","Idoteidae","Synidotea",NA,NA,"Synidotea bicuspida",NA,NA,"Lancaster Sound"
"167",517638,517638,673107,"Species","Terebellides stroemii","Sars, 1835",131573,2,1,"Annelida","Polychaeta","Terebellida","Trichobranchidae","Terebellides",NA,NA,"Terebellides stroemii",NA,NA,"Lancaster Sound"
"168",519002,519002,531490,"Species","Themisto abyssorum","(Boeck, 1871)",103259,23,6,"Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto",NA,NA,"Themisto abyssorum",NA,NA,"Lancaster Sound"
"169",519007,519007,531490,"Species","Themisto libellula","(Lichtenstein in Mandt, 1822)",156452,83,8,"Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto",NA,NA,"Themisto libellula",NA,NA,"Lancaster Sound"
"170",519704,519704,519696,"Species","Thysanoessa longicaudata","(Krøyer, 1846)",110709,2,2,"Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa",NA,NA,"Thysanoessa longicaudata",NA,NA,"Lancaster Sound"
"171",520036,520036,674439,"Species","Tisbe ensifer","Fischer, 1860",116663,2,2,"Arthropoda",NA,"Harpacticoida","Tisbidae","Tisbe",NA,NA,"Tisbe ensifer",NA,NA,"Lancaster Sound"
"172",520037,520037,674439,"Species","Tisbe furcata","(Baird, 1837)",116665,19,1,"Arthropoda",NA,"Harpacticoida","Tisbidae","Tisbe",NA,NA,"Tisbe furcata",NA,NA,"Lancaster Sound"
"173",521417,521417,675324,"Species","Triglops nybelini","Jensen, 1944",127206,14,2,"Chordata","Actinopteri","Scorpaeniformes","Cottidae","Triglops",NA,NA,"Triglops nybelini",NA,NA,"Lancaster Sound"
"174",521421,521421,675324,"Species","Triglops pingelii","Reinhardt, 1837",127207,25,4,"Chordata","Actinopteri","Scorpaeniformes","Cottidae","Triglops",NA,NA,"Triglops pingelii",NA,NA,"Lancaster Sound"
"175",523283,523283,766892,"Family","Typhloscolecidae","Uljanin, 1878",959,2,2,"Annelida","Polychaeta","Phyllodocida","Typhloscolecidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"176",523642,523642,769179,"Genus","Umbellula","Gray, 1870",128499,1,1,"Cnidaria","Anthozoa","Pennatulacea","Umbellulidae","Umbellula",NA,NA,NA,NA,NA,"Lancaster Sound"
"177",523957,523957,737619,"Genus","Uria","Brisson, 1760",137041,77,2,"Chordata","Aves","Charadriiformes","Alcidae","Uria",NA,NA,NA,NA,NA,"Lancaster Sound"
"178",523959,523959,523957,"Species","Uria lomvia","(Linnaeus, 1758)",137134,2400,4,"Chordata","Aves","Charadriiformes","Alcidae","Uria",TRUE,"LC","Uria lomvia",NA,NA,"Lancaster Sound"
"179",524196,524196,769777,"Species","Ursus maritimus","Phipps, 1774",137085,94,3,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",TRUE,"VU","Ursus maritimus",NA,NA,"Lancaster Sound"
"180",524578,524578,767152,"Genus","Velella","Lamarck, 1801",117200,11,1,"Cnidaria","Hydrozoa","Anthoathecata","Porpitidae","Velella",NA,NA,NA,NA,NA,"Lancaster Sound"
"181",525768,525768,755479,"Genus","Xanthocalanus","Giesbrecht, 1893",104204,12,2,"Arthropoda",NA,"Calanoida","Phaennidae","Xanthocalanus",NA,NA,NA,NA,NA,"Lancaster Sound"
"182",527658,527658,440743,"Subspecies","Eualus gaimardii belcheri","(Bell, 1855)",158358,1,1,"Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus",NA,NA,"Eualus gaimardii",NA,NA,"Lancaster Sound"
"183",528338,528338,474736,"Species","Mysis litoralis","(Banner, 1948)",120111,2,1,"Arthropoda","Malacostraca","Mysida","Mysidae","Mysis",NA,NA,"Mysis litoralis",NA,NA,"Lancaster Sound"
"184",531490,531490,748566,"Genus","Themisto","Guérin, 1825",101800,218,3,"Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto",NA,NA,NA,NA,NA,"Lancaster Sound"
"185",534238,534238,738804,"Species","Arcturus baffini","(Sabine, 1824)",146502,1,1,"Arthropoda","Malacostraca","Isopoda","Arcturidae","Arcturus",NA,NA,"Arcturus baffini",NA,NA,"Lancaster Sound"
"186",535778,535778,769518,"Species","Boreonymphon abyssorum","(Norman, 1873)",134676,1,1,"Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Boreonymphon",NA,NA,"Boreonymphon abyssorum",NA,NA,"Lancaster Sound"
"187",536113,536113,764760,"Species","Bylgides promamme","(Malmgren, 1867)",130734,2,2,"Annelida","Polychaeta","Phyllodocida","Polynoidae","Bylgides",NA,NA,"Bylgides promamme",NA,NA,"Lancaster Sound"
"188",539659,539659,432720,"Species","Dendrodoa aggregata","Müller, 1776",103880,1,1,"Chordata","Ascidiacea","Stolidobranchia","Styelidae","Dendrodoa",NA,NA,"Dendrodoa aggregata",NA,NA,"Lancaster Sound"
"189",544457,544457,527988,"Species","Icasterias panopla","(Stuxberg, 1879)",123796,2,1,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Icasterias",NA,NA,"Icasterias panopla",NA,NA,"Lancaster Sound"
"190",545128,545128,768467,"Species","Lafoeina maxima","Levinsen, 1893",117411,3,1,"Cnidaria","Hydrozoa","Leptothecata","Campanulinidae","Lafoeina",NA,NA,"Lafoeina maxima",NA,NA,"Lancaster Sound"
"191",545575,545575,771597,"Species","Leptodiaptomus sicilis","(Forbes S.A., 1882)",359000,2,1,"Arthropoda",NA,"Calanoida","Diaptomidae","Leptodiaptomus",NA,NA,"Leptodiaptomus sicilis",NA,NA,"Lancaster Sound"
"192",561868,561868,778008,"Genus","Appendicularia","Fol, 1874",103357,23,1,"Chordata","Appendicularia","Copelata","Fritillariidae","Appendicularia",NA,NA,NA,NA,NA,"Lancaster Sound"
"193",586756,586756,770766,"Genus","Nitzschia","Hassall, 1845",149045,1,1,"Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,NA,NA,TRUE,NA,"Lancaster Sound"
"194",587148,587148,755609,"Species","Philomedes globosus","(Lilljeborg, 1853) Sars, 1869",127719,1,1,"Arthropoda","Ostracoda","Myodocopida","Philomedidae","Philomedes",NA,NA,"Philomedes globosus",NA,NA,"Lancaster Sound"
"195",587443,587443,408894,"Species","Axionice flexuosa","(Grube, 1860)",131483,6,1,"Annelida","Polychaeta","Terebellida","Terebellidae","Axionice",NA,NA,"Axionice flexuosa",NA,NA,"Lancaster Sound"
"196",587492,587492,764760,"Species","Bylgides groenlandicus","(Malmgren, 1867)",130733,2,2,"Annelida","Polychaeta","Phyllodocida","Polynoidae","Bylgides",NA,NA,"Bylgides groenlandicus",NA,NA,"Lancaster Sound"
"197",587741,587741,434855,"Species","Diplocirrus longisetosus","(Marenzeller, 1890)",130102,8,1,"Annelida","Polychaeta","Terebellida","Flabelligeridae","Diplocirrus",NA,NA,"Diplocirrus longisetosus",NA,NA,"Lancaster Sound"
"198",596523,596523,396068,"Species","Acanthonotozoma inflatum","(Krøyer, 1842)",101873,1,1,"Arthropoda","Malacostraca","Amphipoda","Acanthonotozomatidae","Acanthonotozoma",NA,NA,"Acanthonotozoma inflatum",NA,NA,"Lancaster Sound"
"199",596657,596657,396497,"Species","Aceroides latipes","(Sars, 1883)",102866,1,1,"Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Aceroides",NA,NA,"Aceroides latipes",NA,NA,"Lancaster Sound"
"200",597481,597481,748172,"Order","Actiniaria",NA,1360,2,1,"Cnidaria","Anthozoa","Actiniaria",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"201",597930,597930,398468,"Species","Aeginopsis laurentii","Brandt, 1838",117265,43,6,"Cnidaria","Hydrozoa","Narcomedusae","Aeginidae","Aeginopsis",NA,NA,"Aeginopsis laurentii",NA,NA,"Lancaster Sound"
"202",598219,598219,398853,"Species","Aglantha digitale","(O. F. Müller, 1776)",117849,112,7,"Cnidaria","Hydrozoa","Trachymedusae","Rhopalonematidae","Aglantha",NA,NA,"Aglantha digitale",NA,NA,"Lancaster Sound"
"203",598708,598708,399577,"Species","Allantactis parasitica","Danielssen, 1890",100933,2,1,"Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis",NA,NA,"Allantactis parasitica",NA,NA,"Lancaster Sound"
"204",599367,599367,400500,"Species","Amblyraja hyperborea","(Collett, 1879)",105863,2,2,"Chordata","Elasmobranchii","Rajiformes","Rajidae","Amblyraja",TRUE,"LC","Amblyraja hyperborea",NA,NA,"Lancaster Sound"
"205",599696,599696,737969,"Genus","Ampharete","Malmgren, 1866",129155,1,1,"Annelida","Polychaeta","Terebellida","Ampharetidae","Ampharete",NA,NA,NA,NA,NA,"Lancaster Sound"
"206",601809,601809,404260,"Species","Apherusa glacialis","(Hansen, 1888)",102166,22,4,"Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Apherusa",NA,NA,"Apherusa glacialis",NA,NA,"Lancaster Sound"
"207",601812,601812,404260,"Species","Apherusa megalops","(Buchholz, 1874)",102170,2,2,"Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Apherusa",NA,NA,"Apherusa megalops",NA,NA,"Lancaster Sound"
"208",604839,604839,767671,"Genus","Balanus","Costa, 1778",106122,42,1,"Arthropoda",NA,"Sessilia","Balanidae","Balanus",NA,NA,NA,NA,NA,"Lancaster Sound"
"209",606283,606283,767713,"Genus","Beroe","Browne, 1756",106331,7,2,"Ctenophora","Nuda","Beroida","Beroidae","Beroe",NA,NA,NA,NA,NA,"Lancaster Sound"
"210",606796,606796,768967,"Species","Boreogadus saida","(Lepechin, 1774)",126433,152,9,"Chordata","Actinopteri","Gadiformes","Gadidae","Boreogadus",NA,NA,"Boreogadus saida",NA,NA,"Lancaster Sound"
"211",606832,606832,769126,"Species","Boroecia maxima","(Brady & Norman, 1896)",127767,26,3,"Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Boroecia",NA,NA,"Boroecia maxima",NA,NA,"Lancaster Sound"
"212",607096,607096,746291,"Genus","Brada","Stimpson, 1854",129289,1,1,"Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada",NA,NA,NA,NA,NA,"Lancaster Sound"
"213",607102,607102,607096,"Species","Brada villosa","(Rathke, 1843)",130099,5,2,"Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada",NA,NA,"Brada villosa",NA,NA,"Lancaster Sound"
