"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","class","order","family","genus","redlist","status","species","hab","gisd","ecoregion"
"325",700099,700099,767597,"Species","Pseudosagitta maxima","(Conant, 1896)",105445,4,1,"Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Pseudosagitta",NA,NA,"Pseudosagitta maxima",NA,NA,"Lancaster Sound"
"326",700158,700158,741733,"Class","Pycnogonida","Latreille, 1810",1302,2,1,"Arthropoda","Pycnogonida",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"327",700385,700385,758763,"Species","Scolecithricella minor","(Brady, 1883)",104811,63,4,"Arthropoda",NA,"Calanoida","Scolecitrichidae","Scolecithricella",NA,NA,"Scolecithricella minor",NA,NA,"Lancaster Sound"
"328",700564,700564,511134,"Genus","Solaster","Forbes, 1839",123338,1,1,"Echinodermata","Asteroidea","Valvatida","Solasteridae","Solaster",NA,NA,NA,NA,NA,"Lancaster Sound"
"329",700723,700723,768777,"Species","Stephanasterias albula","(Stimpson, 1853)",123808,1,1,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Stephanasterias",NA,NA,"Stephanasterias albula",NA,NA,"Lancaster Sound"
"330",701093,701093,761657,"Genus","Tomopteris","Eschscholtz, 1825",129715,2,2,"Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris",NA,NA,NA,NA,NA,"Lancaster Sound"
"331",701163,701163,675208,"Species","Triconia conifera","(Giesbrecht, 1891)",128957,2,2,"Arthropoda",NA,"Poecilostomatoida","Oncaeidae","Triconia",NA,NA,"Triconia conifera",NA,NA,"Lancaster Sound"
"332",737387,737387,755917,"Class","Actinopterygii",NA,10194,7,2,"Chordata","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"333",737455,737455,398462,"Species","Aeginina longicornis","(Krøyer, 1843)",101820,6,1,"Arthropoda","Malacostraca","Amphipoda","Caprellidae","Aeginina",NA,NA,"Aeginina longicornis",NA,NA,"Lancaster Sound"
"334",737981,737981,1014220,"Genus","Amphiascus","Sars G.O., 1905",115305,2,1,"Arthropoda",NA,"Harpacticoida","Miraciidae","Amphiascus",NA,NA,NA,NA,NA,"Lancaster Sound"
"335",738061,738061,489355,"Order","Amphipoda","Latreille, 1816",1135,84,3,"Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"336",738224,738224,738372,"Family","Anatidae",NA,136973,1,1,"Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"337",738303,738303,739909,"Kingdom","Animalia",NA,2,146,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"338",738372,738372,739377,"Order","Anseriformes",NA,2681,1,1,"Chordata","Aves","Anseriformes",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"339",738414,738414,764111,"Order","Anthoathecata","Cornelius, 1992",13551,7,2,"Cnidaria","Hydrozoa","Anthoathecata",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"340",738436,738436,790071,"Class","Anthozoa","Ehrenberg, 1834",1292,3,1,"Cnidaria","Anthozoa",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"341",738887,738887,767427,"Species","Aristias tumidus","(Krøyer, 1846)",102524,1,1,"Arthropoda","Malacostraca","Amphipoda","Aristiidae","Aristias",NA,NA,"Aristias tumidus",NA,NA,"Lancaster Sound"
"342",739927,739927,752044,"Class","Bivalvia","Linnaeus, 1758",105,15,3,"Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"343",740094,740094,412653,"Species","Bougainvillia superciliaris","(L. Agassiz, 1849)",117333,1,1,"Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","Bougainvillia",NA,NA,"Bougainvillia superciliaris",NA,NA,"Lancaster Sound"
"344",740483,740483,771529,"Order","Calanoida","Sars G. O., 1903",1100,67,4,"Arthropoda",NA,"Calanoida",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"345",740848,740848,758761,"Family","Capitellidae","Grube, 1862",921,1,1,"Annelida","Polychaeta",NA,"Capitellidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"346",741567,741567,738303,"Phylum","Chaetognatha",NA,2081,172,4,"Chaetognatha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"347",741797,741797,421217,"Species","Chiridius obtusifrons","Sars G.O., 1902",104292,21,3,"Arthropoda",NA,"Calanoida","Aetideidae","Chiridius",NA,NA,"Chiridius obtusifrons",NA,NA,"Lancaster Sound"
"348",741919,741919,421830,"Species","Chone mollis","(Bush in Moore, 1904)",254730,1,1,"Annelida","Polychaeta","Sabellida","Sabellidae","Chone",NA,NA,"Chone mollis",NA,NA,"Lancaster Sound"
"349",742093,742093,422877,"Species","Cirratulus cirratus","(O. F. Müller, 1776)",129959,1,1,"Annelida","Polychaeta","Terebellida","Cirratulidae","Cirratulus",NA,NA,"Cirratulus cirratus",NA,NA,"Lancaster Sound"
"350",742115,742115,767162,"Infraclass","Cirripedia","Burmeister, 1834",1082,93,6,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"351",743546,743546,430240,"Species","Cyclopina schneideri","Scott T., 1904",106535,4,1,"Arthropoda",NA,"Cyclopoida","Cyclopinidae","Cyclopina",NA,NA,"Cyclopina schneideri",NA,NA,"Lancaster Sound"
"352",744929,744929,738303,"Phylum","Echinodermata","Bruguière, 1791 [ex Klein, 1734]",1806,46,5,"Echinodermata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"353",744980,744980,622919,"Species","Ectinosoma neglectum","Sars G.O., 1904",351269,18,1,"Arthropoda",NA,"Harpacticoida","Ectinosomatidae","Ectinosoma",NA,NA,"Ectinosoma neglectum",NA,NA,"Lancaster Sound"
"354",745619,745619,740483,"Family","Euchaetidae","Giesbrecht, 1893",104086,6,1,"Arthropoda",NA,"Calanoida","Euchaetidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"355",746529,746529,445111,"Species","Gaetanus tenuispinus","(Sars G.O., 1900)",237965,45,4,"Arthropoda",NA,"Calanoida","Aetideidae","Gaetanus",NA,NA,"Gaetanus tenuispinus",NA,NA,"Lancaster Sound"
"356",746540,746529,445147,"Species","Gaidius tenuispinus","(Sars G.O., 1900)",104321,1,1,"Arthropoda",NA,"Calanoida","Aetideidae","Gaidius",NA,NA,"Gaidius tenuispinus",NA,NA,"Lancaster Sound"
"357",747290,747290,1014261,"Genus","Gymnelus","Reinhardt, 1834",126102,2,2,"Chordata","Actinopteri","Perciformes","Zoarcidae","Gymnelus",NA,NA,NA,NA,NA,"Lancaster Sound"
"358",747493,747493,860808,"Species","Halectinosoma finmarchicum","(Scott T., 1903)",247785,2,1,"Arthropoda",NA,"Harpacticoida","Ectinosomatidae","Halectinosoma",NA,NA,"Halectinosoma finmarchicum",NA,NA,"Lancaster Sound"
"359",748147,748147,748130,"Genus","Heterostylites","Sars G.O., 1920",104179,2,2,"Arthropoda",NA,"Calanoida","Heterorhabdidae","Heterostylites",NA,NA,NA,NA,NA,"Lancaster Sound"
"360",748184,748184,771423,"Family","Hexagrammidae","Jordan, 1888",154415,1,1,"Chordata","Actinopteri","Scorpaeniformes","Hexagrammidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"361",748374,748374,770728,"Class","Holothuroidea",NA,123083,4,2,"Echinodermata","Holothuroidea",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"362",748560,748560,634766,"Species","Hyperia medusarum","(Müller, 1776)",103253,3,3,"Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia",NA,NA,"Hyperia medusarum",NA,NA,"Lancaster Sound"
"363",748567,748567,738061,"Suborder","Hyperiidea","Milne Edwards, 1830",1205,30,2,"Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"364",748743,748743,766899,"Class","Insecta",NA,1307,5,1,"Arthropoda","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"365",749351,749351,741656,"Family","Laridae",NA,136988,20,1,"Chordata","Aves","Charadriiformes","Laridae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"366",750170,750170,679378,"Genus","Littorina","Férussac, 1822",138135,1,1,"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina",NA,NA,NA,NA,NA,"Lancaster Sound"
"367",750256,750256,489355,"Order","Lophogastrida","Boas, 1883",149669,27,1,"Arthropoda","Malacostraca","Lophogastrida",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"368",751727,751727,470922,"Species","Microcalanus pusillus","Sars G.O., 1903",157675,26,3,"Arthropoda",NA,"Calanoida","Clausocalanidae","Microcalanus",NA,NA,"Microcalanus pusillus",NA,NA,"Lancaster Sound"
"369",751728,751728,470922,"Species","Microcalanus pygmaeus","(Sars G.O., 1900)",104513,55,4,"Arthropoda",NA,"Calanoida","Clausocalanidae","Microcalanus",NA,NA,"Microcalanus pygmaeus",NA,NA,"Lancaster Sound"
"370",752081,752081,741947,"Order","Monhysterida","Filipjev, 1929",2139,13,1,"Nematoda","Chromadorea","Monhysterida",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"371",752443,752443,774697,"Genus","Myrianida","Milne Edwards, 1845",129659,1,1,"Annelida","Polychaeta","Phyllodocida","Syllidae","Myrianida",NA,NA,NA,NA,NA,"Lancaster Sound"
"372",752490,752490,474736,"Species","Mysis relicta","Lovén, 1862",120120,1,1,"Arthropoda","Malacostraca","Mysida","Mysidae","Mysis",NA,NA,"Mysis relicta",NA,NA,"Lancaster Sound"
"373",752839,752839,738303,"Phylum","Nematoda",NA,799,5,1,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"374",753677,753677,742316,"Subclass","Oligochaeta",NA,2036,1,1,"Annelida","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"375",754592,754592,653947,"Species","Paraeuchaeta gracilis","(Sars G.O., 1905)",104561,2,1,"Arthropoda",NA,"Calanoida","Euchaetidae","Paraeuchaeta",NA,NA,"Paraeuchaeta gracilis",NA,NA,"Lancaster Sound"
"376",754826,754826,487183,"Species","Parapleustes bicuspis","(Krøyer, 1838)",103008,1,1,"Arthropoda","Malacostraca","Amphipoda","Pleustidae","Parapleustes",NA,NA,"Parapleustes bicuspis",NA,NA,"Lancaster Sound"
"377",754843,754843,505536,"Genus","Parasagitta","Tokioka, 1965",105408,11,2,"Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Parasagitta",NA,NA,NA,NA,NA,"Lancaster Sound"
"378",754982,754982,655038,"Species","Paroediceros lynceus","(Sars, 1858)",102911,1,1,"Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Paroediceros",NA,NA,"Paroediceros lynceus",NA,NA,"Lancaster Sound"
"379",755505,755505,741656,"Family","Phalaropodidae",NA,136989,3,1,"Chordata","Aves","Charadriiformes","Phalaropodidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"380",755506,755506,755505,"Genus","Phalaropus",NA,137049,3,1,"Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus",NA,NA,NA,NA,NA,"Lancaster Sound"
"381",755577,755577,491125,"Species","Pherusa plumosa","(Müller, 1776)",130113,1,1,"Annelida","Polychaeta","Terebellida","Flabelligeridae","Pherusa",NA,NA,"Pherusa plumosa",NA,NA,"Lancaster Sound"
"382",755633,755633,755867,"Family","Phocidae","Gray, 1821",136976,170,2,"Chordata","Mammalia","Carnivora","Phocidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"383",755739,755739,766890,"Family","Phyllodocidae","Örsted, 1843",931,14,1,"Annelida","Polychaeta","Phyllodocida","Phyllodocidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"384",755867,755867,740818,"Infraorder","Pinnipedia",NA,148736,57,1,"Chordata","Mammalia","Carnivora",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"385",755917,755917,766931,"Superclass","Pisces",NA,11676,1,1,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"386",756096,756096,779015,"Species","Plectrophenax nivalis","(Linnaeus, 1758)",383228,2,1,"Chordata","Aves","Passeriformes","Emberizidae","Plectrophenax",TRUE,"LC","Plectrophenax nivalis",NA,NA,"Lancaster Sound"
"387",756395,756395,738325,"Class","Polychaeta","Grube, 1850",883,111,6,"Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"388",758218,758218,504811,"Species","Rocinela angustata","Richardson, 1904",256455,1,1,"Arthropoda","Malacostraca","Isopoda","Aegidae","Rocinela",NA,NA,"Rocinela angustata",NA,NA,"Lancaster Sound"
"389",758608,758608,507748,"Genus","Scaphocalanus","Sars G.O., 1900",104228,2,2,"Arthropoda",NA,"Calanoida","Scolecitrichidae","Scaphocalanus",NA,NA,NA,NA,NA,"Lancaster Sound"
"390",758792,758792,741656,"Family","Scolopacidae",NA,147429,2,1,"Chordata","Aves","Charadriiformes","Scolopacidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"391",759571,759571,738224,"Genus","Somateria",NA,137003,10,2,"Chordata","Aves","Anseriformes","Anatidae","Somateria",NA,NA,NA,NA,NA,"Lancaster Sound"
"392",759572,759572,759571,"Species","Somateria fischeri","(Brandt, 1847)",422886,1,1,"Chordata","Aves","Anseriformes","Anatidae","Somateria",TRUE,"LC","Somateria fischeri",NA,NA,"Lancaster Sound"
"393",759647,759647,766892,"Family","Sphaerodoridae","Malmgren, 1867",957,1,1,"Annelida","Polychaeta","Phyllodocida","Sphaerodoridae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"394",759755,759755,766888,"Family","Spionidae","Grube, 1850",913,14,4,"Annelida","Polychaeta","Spionida","Spionidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"395",760130,760130,760129,"Genus","Stercorarius",NA,137051,16,2,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,NA,NA,NA,NA,"Lancaster Sound"
"396",760133,760133,760130,"Species","Stercorarius skua","(Brunnich, 1764)",137174,2,1,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius",NA,NA,"Stercorarius skua",NA,NA,"Lancaster Sound"
"397",760537,760537,753065,"Family","Syllidae","Grube, 1850",948,3,2,"Annelida","Polychaeta","Phyllodocida","Syllidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"398",760936,760936,673017,"Species","Temora longicornis","(Müller O.F., 1785)",104878,1,1,"Arthropoda",NA,"Calanoida","Temoridae","Temora",NA,NA,"Temora longicornis",NA,NA,"Lancaster Sound"
"399",760967,760967,760968,"Family","Terebellidae","Johnston, 1846",982,1,1,"Annelida","Polychaeta","Terebellida","Terebellidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"400",761884,761884,675208,"Species","Triconia borealis","(Sars G.O., 1918)",128956,82,5,"Arthropoda",NA,"Poecilostomatoida","Oncaeidae","Triconia",NA,NA,"Triconia borealis",NA,NA,"Lancaster Sound"
"401",761889,761889,675208,"Species","Triconia minuta","(Giesbrecht, 1893 [""1892""])",128960,4,1,"Arthropoda",NA,"Poecilostomatoida","Oncaeidae","Triconia",NA,NA,"Triconia minuta",NA,NA,"Lancaster Sound"
"402",762945,762945,525633,"Species","Weyprechtia pinguis","Krøyer, 1838",102315,2,2,"Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Weyprechtia",NA,NA,"Weyprechtia pinguis",NA,NA,"Lancaster Sound"
"403",763011,763011,769795,"Species","Xema sabini","(Sabine, 1819)",137167,12,2,"Chordata","Aves","Charadriiformes","Laridae","Xema",TRUE,"LC","Xema sabini",NA,NA,"Lancaster Sound"
"404",764598,764598,398635,"Species","Aetideopsis armatus","(Boeck, 1872)",356886,2,1,"Arthropoda",NA,"Calanoida","Aetideidae","Aetideopsis",NA,NA,"Aetideopsis armatus",NA,NA,"Lancaster Sound"
"405",765153,765153,770837,"Species","Acartia (Acartiura) hudsonica","Pinhey, 1926",149751,2,1,"Arthropoda",NA,"Calanoida","Acartiidae","Acartia",NA,NA,"Acartia (Acartiura) hudsonica",NA,NA,"Lancaster Sound"
"406",765192,765192,768883,"Species","Leptasterias (Hexasterias) polaris","(Müller & Troschel, 1842)",125154,2,1,"Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias",NA,NA,"Leptasterias (Hexasterias) polaris",NA,NA,"Lancaster Sound"
"407",765281,765281,743799,"Subspecies","Dactylopusia vulgaris vulgaris","Sars G.O., 1905",116906,4,1,"Arthropoda",NA,"Harpacticoida","Dactylopusiidae","Dactylopusia",NA,NA,"Dactylopusia vulgaris",NA,NA,"Lancaster Sound"
"408",765688,765688,770837,"Species","Acartia (Acartiura) longiremis","(Lilljeborg, 1853)",346037,42,3,"Arthropoda",NA,"Calanoida","Acartiidae","Acartia",NA,NA,"Acartia (Acartiura) longiremis",NA,NA,"Lancaster Sound"
"409",782739,782739,404260,"Species","Apherusa sarsi","Shoemaker, 1930",102174,1,1,"Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Apherusa",NA,NA,"Apherusa sarsi",NA,NA,"Lancaster Sound"
"410",782794,782794,602725,"Species","Aricidea nolani","Webster & Benedict, 1887",157218,1,1,"Annelida","Polychaeta",NA,"Paraonidae","Aricidea",NA,NA,"Aricidea nolani",NA,NA,"Lancaster Sound"
"411",787151,787151,775571,"Species","Paraheterorhabdus compactus","(Sars G.O., 1900)",254603,1,1,"Arthropoda",NA,"Calanoida","Heterorhabdidae","Paraheterorhabdus",NA,NA,"Paraheterorhabdus compactus",NA,NA,"Lancaster Sound"
"412",787681,787681,780242,"Family","Polynoidae","Kinberg, 1856",939,1,1,"Annelida","Polychaeta","Phyllodocida","Polynoidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"413",790071,790071,738303,"Phylum","Cnidaria","Verrill, 1865",1267,54,6,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"414",794875,794875,401618,"Species","Amphitrite cirrata","Müller, 1776",131474,2,1,"Annelida","Polychaeta","Terebellida","Terebellidae","Amphitrite",NA,NA,"Amphitrite cirrata",NA,NA,"Lancaster Sound"
"415",795055,795055,767556,"Species","Jaschnovia brevis","(Farran, 1936)",104322,1,1,"Arthropoda",NA,"Calanoida","Aetideidae","Jaschnovia",NA,NA,"Jaschnovia brevis",NA,NA,"Lancaster Sound"
"416",797236,797236,778076,"Species","Oikopleura (Vexillaria) vanhoeffeni","Lohmann, 1896",103417,60,4,"Chordata","Appendicularia","Copelata","Oikopleuridae","Oikopleura",NA,NA,"Oikopleura (Vexillaria) vanhoeffeni",NA,NA,"Lancaster Sound"
"417",797374,797374,753065,"Family","Hesionidae","Grube, 1850",946,4,1,"Annelida","Polychaeta","Phyllodocida","Hesionidae",NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"418",798044,798044,440898,"Order","Decapoda","Latreille, 1802",1130,2,2,"Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"419",827993,827993,699161,"Species","Oikopleura labradoriensis","Lohmann, 1892",103413,4,1,"Chordata","Larvacea","Copelata","Oikopleuridae","Oikopleura",NA,NA,"Oikopleura labradoriensis",NA,NA,"Lancaster Sound"
"420",839031,839031,NA,NA,"Glandulactilis spetsbergensis","Carlgren, 1893",100842,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"421",839329,839329,749954,"Subspecies","Limnocalanus macrurus macrurus","Sars G.O., 1863",487770,8,1,"Arthropoda",NA,"Calanoida","Centropagidae","Limnocalanus",NA,NA,"Limnocalanus macrurus",NA,NA,"Lancaster Sound"
"422",840681,840681,631911,"Species","Harmothoe rarispina","(M. Sars, 1861)",130779,5,2,"Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe",NA,NA,"Harmothoe rarispina",NA,NA,"Lancaster Sound"
"423",842030,842030,842155,"Species","Pleustomesus medius","(Goës, 1866)",103019,1,1,"Arthropoda","Malacostraca","Amphipoda","Pleustidae","Pleustomesus",NA,NA,"Pleustomesus medius",NA,NA,"Lancaster Sound"
"424",842782,842782,843656,"Species","Lagopus muta","(Montin, 1781)",NA,1,1,"Chordata","Aves","Galliformes","Phasianidae","Lagopus",TRUE,"LC","Lagopus muta",NA,NA,"Lancaster Sound"
"425",843194,843194,505774,"Subspecies","Salvelinus alpinus alpinus","(Linnaeus, 1758)",293724,123,4,"Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",NA,NA,"Salvelinus alpinus",NA,NA,"Lancaster Sound"
"426",856122,856122,486145,"Species","Paralaophonte hyperborea","(Sars G.O., 1909)",116292,1,1,"Arthropoda",NA,"Harpacticoida","Laophontidae","Paralaophonte",NA,NA,"Paralaophonte hyperborea",NA,NA,"Lancaster Sound"
"427",857431,857431,536126,"Species","Bythocaris payeri","(Heller, 1875)",107497,2,1,"Arthropoda","Malacostraca","Decapoda","Bythocarididae","Bythocaris",NA,NA,"Bythocaris payeri",NA,NA,"Lancaster Sound"
"428",857485,857485,513515,"Species","Stenopleustes olrikii","(Hansen, 1888)",423771,1,1,"Arthropoda","Malacostraca","Amphipoda","Pleustidae","Stenopleustes",NA,NA,"Stenopleustes olrikii",NA,NA,"Lancaster Sound"
"429",857551,857551,481560,"Species","Ophiacantha bidentata","(Bruzelius, 1805)",124978,4,1,"Echinodermata","Ophiuroidea","Ophiurida","Ophiacanthidae","Ophiacantha",NA,NA,"Ophiacantha bidentata",NA,NA,"Lancaster Sound"
"430",858700,858700,451696,"Subspecies","Harpacticus uniremis uniremis","Krøyer in Gaimard, 1842-1845?",116863,5,3,"Arthropoda",NA,"Harpacticoida","Harpacticidae","Harpacticus",NA,NA,"Harpacticus uniremis",NA,NA,"Lancaster Sound"
"431",858741,858741,748521,"Subclass","Hydromedusae","Owen, 1843",NA,2,1,"Cnidaria","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"432",861122,861122,676168,"Class","Appendicularia",NA,146421,23,1,"Chordata","Appendicularia",NA,NA,NA,NA,NA,NA,NA,NA,"Lancaster Sound"
"433",1009982,1009982,676028,"Species","Tryphosella groenlandica","Schellenberg, 1935",423808,1,1,"Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Tryphosella",NA,NA,"Tryphosella groenlandica",NA,NA,"Lancaster Sound"
"434",1016459,1016459,415742,"Species","Campanularia crenata","Allman, 1876",411911,1,1,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Campanularia",NA,NA,"Campanularia crenata",NA,NA,"Lancaster Sound"
"435",1017579,1017579,851945,"Species","Archisenia sibirica","(Sars G.O., 1898)",115830,1,1,"Arthropoda",NA,"Harpacticoida","Pseudotachidiidae","Archisenia",NA,NA,"Archisenia sibirica",NA,NA,"Lancaster Sound"
"436",1020196,1020196,839597,"Species","Rostroculodes borealis","(Boeck, 1871)",423725,1,1,"Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Rostroculodes",NA,NA,"Rostroculodes borealis",NA,NA,"Lancaster Sound"
"437",1020200,1020200,839597,"Species","Rostroculodes schneideri","(Sars G.O., 1895)",423729,1,1,"Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Rostroculodes",NA,NA,"Rostroculodes schneideri",NA,NA,"Lancaster Sound"
"438",1024145,1024145,526494,"Subspecies","Zaus spinatus spinatus","Goodsir, 1845",116864,4,1,"Arthropoda",NA,"Harpacticoida","Harpacticidae","Zaus",NA,NA,"Zaus spinatus",NA,NA,"Lancaster Sound"
"439",1034543,1034543,470733,"Subspecies","Metridia lucens lucens","Boeck, 1865",850801,1,1,"Arthropoda",NA,"Calanoida","Metridinidae","Metridia",NA,NA,"Metridia lucens",NA,NA,"Lancaster Sound"
"440",1040526,1040526,440293,"Species","Erythrops erythrophthalmus","(Goës, 1864)",852968,2,1,"Arthropoda","Malacostraca","Mysida","Mysidae","Erythrops",NA,NA,"Erythrops erythrophthalmus",NA,NA,"Lancaster Sound"
